CountryCode,RegionCode,TestCode,Subject,Grade,ProficiencyLevel,ProficiencyName,MinSS,MaxSS,MinRasch,MaxRasch,Linked,ProficiencyFlag
MT,MT,MT,Reading,9,2,Level 2,662,918,2.3925,3.602,0,-1
MT,MT,MT,Reading,10,2,Level 2,675,957,2.4625,3.778,0,-1
MT,MT,MT,Reading,11,2,Level 2,716,992,2.6765,3.941,0,-1
MT,MT,MT,Reading,12,2,Level 2,762,1079,2.8465,4.163,0,-1
MT,MT,MT,Reading,1,3,Level 3,166,248,-2.3095,-1.307,0,0
MT,MT,MT,Reading,2,3,Level 3,338,435,-0.3105,0.6355,0,0
MT,MT,MT,Reading,3,3,Level 3,455,561,0.816,1.731,1,0
MT,MT,MT,Reading,4,3,Level 3,531,660,1.4965,2.3875,1,0
MT,MT,MT,Reading,5,3,Level 3,600,852,1.999,3.23,1,0
MT,MT,MT,Reading,6,3,Level 3,692,1015,2.5595,3.99,1,0
MT,MT,MT,Reading,7,3,Level 3,773,1168,2.885,4.4395,1,0
MT,MT,MT,Reading,8,3,Level 3,858,1249,3.2605,4.828,1,0
MT,MT,MT,Reading,9,3,Level 3,919,1291,3.602,5.0255,0,0
MT,MT,MT,Reading,10,3,Level 3,958,1314,3.778,5.2345,0,0
MT,MT,MT,Reading,11,3,Level 3,993,1321,3.941,5.372,0,0
MT,MT,MT,Reading,12,3,Level 3,1080,1332,4.163,5.654,0,0
MT,MT,MT,Reading,1,4,Level 4,249,1400,-1.307,999.999,0,1
MT,MT,MT,Reading,2,4,Level 4,436,1400,0.6355,999.999,0,1
MT,MT,MT,Reading,3,4,Level 4,562,1400,1.731,999.999,1,1
MT,MT,MT,Reading,4,4,Level 4,661,1400,2.3875,999.999,1,1
MT,MT,MT,Reading,5,4,Level 4,853,1400,3.23,999.999,1,1
MT,MT,MT,Reading,6,4,Level 4,1016,1400,3.99,999.999,1,1
MT,MT,MT,Reading,7,4,Level 4,1169,1400,4.4395,999.999,1,1
MT,MT,MT,Reading,8,4,Level 4,1250,1400,4.828,999.999,1,1
MT,MT,MT,Reading,9,4,Level 4,1292,1400,5.0255,999.999,0,1
MT,MT,MT,Reading,10,4,Level 4,1315,1400,5.2345,999.999,0,1
MT,MT,MT,Reading,11,4,Level 4,1322,1400,5.372,999.999,0,1
MT,MT,MT,Reading,12,4,Level 4,1333,1400,5.654,999.999,0,1
MT,MT,MT,Math,1,1,Level 1,0,336,-999.999,-4.08,0,-1
MT,MT,MT,Math,2,1,Level 1,0,457,-999.999,-2.544,0,-1
MT,MT,MT,Math,3,1,Level 1,0,546,-999.999,-1.414,1,-1
MT,MT,MT,Math,4,1,Level 1,0,602,-999.999,-0.703,1,-1
MT,MT,MT,Math,5,1,Level 1,0,692,-999.999,0.44,1,-1
MT,MT,MT,Math,6,1,Level 1,0,716,-999.999,0.745,1,-1
MT,MT,MT,Math,7,1,Level 1,0,745,-999.999,1.113,1,-1
MT,MT,MT,Math,8,1,Level 1,0,783,-999.999,1.596,1,-1
MT,MT,MT,Math,9,1,Level 1,0,790,-999.999,1.684,0,-1
MT,MT,MT,Math,10,1,Level 1,0,796,-999.999,1.761,0,-1
MT,MT,MT,Math,11,1,Level 1,0,813,-999.999,1.977,0,-1
MT,MT,MT,Math,12,1,Level 1,0,826,-999.999,2.142,0,-1
MT,MT,MT,Math,1,2,Level 2,337,417,-4.08,-3.051,0,-1
MT,MT,MT,Math,2,2,Level 2,458,528,-2.544,-1.642,0,-1
MT,MT,MT,Math,3,2,Level 2,547,620,-1.414,-0.474,1,-1
MT,MT,MT,Math,4,2,Level 2,603,695,-0.703,0.478,1,-1
MT,MT,MT,Math,5,2,Level 2,693,781,0.44,1.57,1,-1
MT,MT,MT,Math,6,2,Level 2,717,807,0.745,1.9,1,-1
MT,MT,MT,Math,7,2,Level 2,746,830,1.113,2.192,1,-1
MT,MT,MT,Math,8,2,Level 2,784,851,1.596,2.459,1,-1
MT,MT,MT,Math,9,2,Level 2,791,852,1.684,2.472,0,-1
MT,MT,MT,Math,10,2,Level 2,797,858,1.761,2.548,0,-1
MT,MT,MT,Math,11,2,Level 2,814,873,1.977,2.738,0,-1
MT,MT,MT,Math,12,2,Level 2,827,890,2.142,2.954,0,-1
MT,MT,MT,Math,1,3,Level 3,418,498,-3.051,-2.023,0,0
MT,MT,MT,Math,2,3,Level 3,529,601,-1.642,-0.715,0,0
MT,MT,MT,Math,3,3,Level 3,621,686,-0.474,0.364,1,0
MT,MT,MT,Math,4,3,Level 3,696,771,0.478,1.443,1,0
MT,MT,MT,Math,5,3,Level 3,782,826,1.57,2.142,1,0
MT,MT,MT,Math,6,3,Level 3,808,859,1.9,2.561,1,0
MT,MT,MT,Math,7,3,Level 3,831,885,2.192,2.891,1,0
MT,MT,MT,Math,8,3,Level 3,852,891,2.459,2.967,1,0
MT,MT,MT,Math,9,3,Level 3,853,895,2.472,3.018,0,0
MT,MT,MT,Math,10,3,Level 3,859,900,2.548,3.081,0,0
MT,MT,MT,Math,11,3,Level 3,874,918,2.738,3.31,0,0
MT,MT,MT,Math,12,3,Level 3,891,925,2.954,3.399,0,0
MT,MT,MT,Math,7,4,Level 4,886,1400,2.891,999.999,1,1
MT,MT,MT,Math,8,4,Level 4,892,1400,2.967,999.999,1,1
MT,MT,MT,Math,9,4,Level 4,896,1400,3.018,999.999,0,1
MT,MT,MT,Math,10,4,Level 4,901,1400,3.081,999.999,0,1
MT,MT,MT,Math,11,4,Level 4,919,1400,3.31,999.999,0,1
MT,MT,MT,Math,12,4,Level 4,926,1400,3.399,999.999,0,1
MT,MT,MT,Math,1,4,Level 4,499,1400,-2.023,999.999,0,1
MT,MT,MT,Math,2,4,Level 4,602,1400,-0.715,999.999,0,1
MT,MT,MT,Math,3,4,Level 4,687,1400,0.364,999.999,1,1
MT,MT,MT,Math,4,4,Level 4,772,1400,1.443,999.999,1,1
MT,MT,MT,Math,5,4,Level 4,827,1400,2.142,999.999,1,1
MT,MT,MT,Math,6,4,Level 4,860,1400,2.561,999.999,1,1
NC,NC,NC,Reading,1,1,Limited Command,0,89,-999.999,-3.494,0,-1
NC,NC,NC,Reading,2,1,Limited Command,0,225,-999.999,-1.585,0,-1
NC,NC,NC,Reading,3,1,Limited Command,0,319,-999.999,-0.496,1,-1
NC,NC,NC,Reading,4,1,Limited Command,0,401,-999.999,0.359,1,-1
NC,NC,NC,Reading,5,1,Limited Command,0,467,-999.999,0.9655,1,-1
NC,NC,NC,Reading,6,1,Limited Command,0,458,-999.999,0.8635,1,-1
NC,NC,NC,Reading,7,1,Limited Command,0,492,-999.999,1.1785,1,-1
NC,NC,NC,Reading,8,1,Limited Command,0,590,-999.999,1.945,1,-1
NC,NC,NC,Reading,9,1,Limited Command,0,654,-999.999,2.353,0,-1
NC,NC,NC,Reading,10,1,Limited Command,0,666,-999.999,2.4185,0,-1
NC,NC,NC,Reading,11,1,Limited Command,0,706,-999.999,2.6325,0,-1
NC,NC,NC,Reading,12,1,Limited Command,0,742,-999.999,2.795,0,-1
NC,NC,NC,Reading,1,2,Partial Command,90,138,-3.494,-2.633,0,-1
NC,NC,NC,Reading,2,2,Partial Command,226,297,-1.585,-0.7275,0,-1
NC,NC,NC,Reading,3,2,Partial Command,320,400,-0.496,0.349,1,-1
NC,NC,NC,Reading,4,2,Partial Command,402,491,0.359,1.169,1,-1
NC,NC,NC,Reading,5,2,Partial Command,468,580,0.9655,1.867,1,-1
NC,NC,NC,Reading,6,2,Partial Command,459,619,0.8635,2.1305,1,-1
NC,NC,NC,Reading,7,2,Partial Command,493,690,1.1785,2.5545,1,-1
NC,NC,NC,Reading,8,2,Partial Command,591,836,1.945,3.153,1,-1
NC,NC,NC,Reading,9,2,Partial Command,655,906,2.353,3.5135,0,-1
NC,NC,NC,Reading,10,2,Partial Command,667,933,2.4185,3.6735,0,-1
NC,NC,NC,Reading,11,2,Partial Command,707,967,2.6325,3.8235,0,-1
NC,NC,NC,Reading,12,2,Partial Command,743,1034,2.795,4.0325,0,-1
NC,NC,NC,Reading,1,3,Sufficient Command,139,180,-2.633,-2.126,0,0
NC,NC,NC,Reading,2,3,Sufficient Command,298,343,-0.7275,-0.243,0,0
NC,NC,NC,Reading,3,3,Sufficient Command,401,455,0.349,0.828,1,0
NC,NC,NC,Reading,4,3,Sufficient Command,492,540,1.169,1.564,1,0
NC,NC,NC,Reading,5,3,Sufficient Command,581,655,1.867,2.359,1,0
NC,NC,NC,Reading,6,3,Sufficient Command,620,693,2.1305,2.569,1,0
NC,NC,NC,Reading,7,3,Sufficient Command,691,783,2.5545,2.9345,1,0
NC,NC,NC,Reading,8,3,Sufficient Command,837,915,3.153,3.583,1,0
NC,NC,NC,Reading,9,3,Sufficient Command,907,975,3.5135,3.875,0,0
NC,NC,NC,Reading,10,3,Sufficient Command,934,1038,3.6735,4.0445,0,0
NC,NC,NC,Reading,11,3,Sufficient Command,968,1097,3.8235,4.203,0,0
NC,NC,NC,Reading,12,3,Sufficient Command,1035,1166,4.0325,4.43,0,0
NC,NC,NC,Reading,1,4,Solid Command,181,314,-2.126,-0.556,0,1
NC,NC,NC,Reading,2,4,Solid Command,344,496,-0.243,1.2165,0,1
NC,NC,NC,Reading,3,4,Solid Command,456,641,0.828,2.274,1,1
NC,NC,NC,Reading,4,4,Solid Command,541,883,1.564,3.3665,1,1
NC,NC,NC,Reading,5,4,Solid Command,656,973,2.359,3.862,1,1
NC,NC,NC,Reading,6,4,Solid Command,694,1037,2.569,4.0415,1,1
NC,NC,NC,Reading,7,4,Solid Command,784,1192,2.9345,4.5535,1,1
NC,NC,NC,Reading,8,4,Solid Command,916,1293,3.583,5.0425,1,1
NC,NC,NC,Reading,9,4,Solid Command,976,1311,3.875,5.201,0,1
NC,NC,NC,Reading,10,4,Solid Command,1039,1322,4.0445,5.3935,0,1
NC,NC,NC,Reading,11,4,Solid Command,1098,1328,4.203,5.539,0,1
NC,NC,NC,Reading,12,4,Solid Command,1167,1338,4.43,5.794,0,1
NC,NC,NC,Reading,1,5,Superior Command,315,1400,-0.556,999.999,0,1
NC,NC,NC,Reading,2,5,Superior Command,497,1400,1.2165,999.999,0,1
NC,NC,NC,Reading,3,5,Superior Command,642,1400,2.274,999.999,1,1
NC,NC,NC,Reading,4,5,Superior Command,884,1400,3.3665,999.999,1,1
NC,NC,NC,Reading,5,5,Superior Command,974,1400,3.862,999.999,1,1
NC,NC,NC,Reading,6,5,Superior Command,1038,1400,4.0415,999.999,1,1
NC,NC,NC,Reading,7,5,Superior Command,1193,1400,4.5535,999.999,1,1
NC,NC,NC,Reading,8,5,Superior Command,1294,1400,5.0425,999.999,1,1
NC,NC,NC,Reading,9,5,Superior Command,1312,1400,5.201,999.999,0,1
NC,NC,NC,Reading,10,5,Superior Command,1323,1400,5.3935,999.999,0,1
NC,NC,NC,Reading,11,5,Superior Command,1329,1400,5.539,999.999,0,1
NC,NC,NC,Reading,12,5,Superior Command,1339,1400,5.794,999.999,0,1
NC,NC,NC,Math,1,1,Limited Command,0,329,-999.999,-4.169,0,-1
NC,NC,NC,Math,2,1,Limited Command,0,446,-999.999,-2.683,0,-1
NC,NC,NC,Math,3,1,Limited Command,0,530,-999.999,-1.617,1,-1
NC,NC,NC,Math,4,1,Limited Command,0,619,-999.999,-0.487,1,-1
NC,NC,NC,Math,5,1,Limited Command,0,662,-999.999,0.059,1,-1
NC,NC,NC,Math,6,1,Limited Command,0,736,-999.999,0.999,1,-1
NC,NC,NC,Math,7,1,Limited Command,0,764,-999.999,1.354,1,-1
NC,NC,NC,Math,8,1,Limited Command,0,799,-999.999,1.799,1,-1
NC,NC,NC,Math,9,1,Limited Command,0,806,-999.999,1.888,0,-1
NC,NC,NC,Math,10,1,Limited Command,0,810,-999.999,1.938,0,-1
NC,NC,NC,Math,11,1,Limited Command,0,825,-999.999,2.129,0,-1
NC,NC,NC,Math,12,1,Limited Command,0,840,-999.999,2.319,0,-1
NC,NC,NC,Math,1,2,Partial Command,330,408,-4.169,-3.166,0,-1
NC,NC,NC,Math,2,2,Partial Command,447,519,-2.683,-1.756,0,-1
NC,NC,NC,Math,3,2,Partial Command,531,608,-1.617,-0.626,1,-1
NC,NC,NC,Math,4,2,Partial Command,620,690,-0.487,0.415,1,-1
NC,NC,NC,Math,5,2,Partial Command,663,744,0.059,1.1,1,-1
NC,NC,NC,Math,6,2,Partial Command,737,799,0.999,1.799,1,-1
NC,NC,NC,Math,7,2,Partial Command,765,828,1.354,2.167,1,-1
NC,NC,NC,Math,8,2,Partial Command,800,872,1.799,2.726,1,-1
NC,NC,NC,Math,9,2,Partial Command,807,872,1.888,2.726,0,-1
NC,NC,NC,Math,10,2,Partial Command,811,875,1.938,2.764,0,-1
NC,NC,NC,Math,11,2,Partial Command,826,892,2.129,2.98,0,-1
NC,NC,NC,Math,12,2,Partial Command,841,901,2.319,3.094,0,-1
NC,NC,NC,Math,1,3,Sufficient Command,409,437,-3.166,-2.797,0,0
NC,NC,NC,Math,2,3,Sufficient Command,520,544,-1.756,-1.439,0,0
NC,NC,NC,Math,3,3,Sufficient Command,609,635,-0.626,-0.284,1,0
NC,NC,NC,Math,4,3,Sufficient Command,691,709,0.415,0.656,1,0
NC,NC,NC,Math,5,3,Sufficient Command,745,762,1.1,1.329,1,0
NC,NC,NC,Math,6,3,Sufficient Command,800,815,1.799,2.002,1,0
NC,NC,NC,Math,7,3,Sufficient Command,829,841,2.167,2.332,1,0
NC,NC,NC,Math,8,3,Sufficient Command,873,884,2.726,2.878,1,0
NC,NC,NC,Math,9,3,Sufficient Command,873,884,2.726,2.878,0,0
NC,NC,NC,Math,10,3,Sufficient Command,876,889,2.764,2.941,0,0
NC,NC,NC,Math,11,3,Sufficient Command,893,904,2.98,3.132,0,0
NC,NC,NC,Math,12,3,Sufficient Command,902,913,3.094,3.246,0,0
NC,NC,NC,Math,1,4,Solid Command ,438,523,-2.797,-1.706,0,1
NC,NC,NC,Math,2,4,Solid Command ,545,625,-1.439,-0.41,0,1
NC,NC,NC,Math,3,4,Solid Command ,636,711,-0.284,0.681,1,1
NC,NC,NC,Math,4,4,Solid Command ,710,790,0.656,1.684,1,1
NC,NC,NC,Math,5,4,Solid Command ,763,837,1.329,2.281,1,1
NC,NC,NC,Math,6,4,Solid Command ,816,875,2.002,2.764,1,1
NC,NC,NC,Math,7,4,Solid Command ,842,907,2.332,3.17,1,1
NC,NC,NC,Math,8,4,Solid Command ,885,941,2.878,3.602,1,1
NC,NC,NC,Math,9,4,Solid Command ,885,939,2.878,3.576,0,1
NC,NC,NC,Math,10,4,Solid Command ,890,948,2.941,3.691,0,1
NC,NC,NC,Math,11,4,Solid Command ,905,965,3.132,3.906,0,1
NC,NC,NC,Math,12,4,Solid Command ,914,975,3.246,4.033,0,1
NC,NC,NC,Math,7,5,Superior Command ,908,1400,3.17,999.999,1,1
NC,NC,NC,Math,8,5,Superior Command ,942,1400,3.602,999.999,1,1
NC,NC,NC,Math,9,5,Superior Command ,940,1400,3.576,999.999,0,1
NC,NC,NC,Math,10,5,Superior Command ,949,1400,3.691,999.999,0,1
NC,NC,NC,Math,11,5,Superior Command ,966,1400,3.906,999.999,0,1
NC,NC,NC,Math,12,5,Superior Command ,976,1400,4.033,999.999,0,1
NC,NC,NC,Math,1,5,Superior Command ,524,1400,-1.706,999.999,0,1
NC,NC,NC,Math,2,5,Superior Command ,626,1400,-0.41,999.999,0,1
NC,NC,NC,Math,3,5,Superior Command ,712,1400,0.681,999.999,1,1
NC,NC,NC,Math,4,5,Superior Command ,791,1400,1.684,999.999,1,1
NC,NC,NC,Math,5,5,Superior Command ,838,1400,2.281,999.999,1,1
NC,NC,NC,Math,6,5,Superior Command ,876,1400,2.764,999.999,1,1
ND,ND,ND,Reading,1,1,Level 1,0,90,-999.999,-3.4325,0,-1
ND,ND,ND,Reading,2,1,Level 1,0,232,-999.999,-1.499,0,-1
ND,ND,ND,Reading,3,1,Level 1,0,332,-999.999,-0.362,1,-1
ND,ND,ND,Reading,4,1,Level 1,0,434,-999.999,0.628,1,-1
ND,ND,ND,Reading,5,1,Level 1,0,483,-999.999,1.1095,1,-1
ND,ND,ND,Reading,6,1,Level 1,0,499,-999.999,1.245,1,-1
ND,ND,ND,Reading,7,1,Level 1,0,576,-999.999,1.8405,1,-1
ND,ND,ND,Reading,8,1,Level 1,0,589,-999.999,1.937,1,-1
ND,ND,ND,Reading,9,1,Level 1,0,661,-999.999,2.3925,0,-1
ND,ND,ND,Reading,10,1,Level 1,0,674,-999.999,2.4625,0,-1
ND,ND,ND,Reading,11,1,Level 1,0,715,-999.999,2.6765,0,-1
ND,ND,ND,Reading,12,1,Level 1,0,761,-999.999,2.8465,0,-1
ND,ND,ND,Reading,1,2,Level 2,91,165,-3.4325,-2.3095,0,-1
ND,ND,ND,Reading,2,2,Level 2,233,337,-1.499,-0.3105,0,-1
ND,ND,ND,Reading,3,2,Level 2,333,454,-0.362,0.816,1,-1
ND,ND,ND,Reading,4,2,Level 2,435,530,0.628,1.4965,1,-1
ND,ND,ND,Reading,5,2,Level 2,484,599,1.1095,1.999,1,-1
ND,ND,ND,Reading,6,2,Level 2,500,691,1.245,2.5595,1,-1
ND,ND,ND,Reading,7,2,Level 2,577,772,1.8405,2.885,1,-1
ND,ND,ND,Reading,8,2,Level 2,590,857,1.937,3.2605,1,-1
ND,ND,ND,Reading,9,2,Level 2,662,918,2.3925,3.602,0,-1
ND,ND,ND,Reading,10,2,Level 2,675,957,2.4625,3.778,0,-1
ND,ND,ND,Reading,11,2,Level 2,716,992,2.6765,3.941,0,-1
ND,ND,ND,Reading,12,2,Level 2,762,1079,2.8465,4.163,0,-1
ND,ND,ND,Reading,1,3,Level 3,166,248,-2.3095,-1.307,0,0
ND,ND,ND,Reading,2,3,Level 3,338,435,-0.3105,0.6355,0,0
ND,ND,ND,Reading,3,3,Level 3,455,561,0.816,1.731,1,0
ND,ND,ND,Reading,4,3,Level 3,531,660,1.4965,2.3875,1,0
ND,ND,ND,Reading,5,3,Level 3,600,852,1.999,3.23,1,0
ND,ND,ND,Reading,6,3,Level 3,692,1015,2.5595,3.99,1,0
ND,ND,ND,Reading,7,3,Level 3,773,1168,2.885,4.4395,1,0
ND,ND,ND,Reading,8,3,Level 3,858,1249,3.2605,4.828,1,0
ND,ND,ND,Reading,9,3,Level 3,919,1291,3.602,5.0255,0,0
ND,ND,ND,Reading,10,3,Level 3,958,1314,3.778,5.2345,0,0
ND,ND,ND,Reading,11,3,Level 3,993,1321,3.941,5.372,0,0
ND,ND,ND,Reading,12,3,Level 3,1080,1332,4.163,5.654,0,0
ND,ND,ND,Reading,1,4,Level 4,249,1400,-1.307,999.999,0,1
ND,ND,ND,Reading,2,4,Level 4,436,1400,0.6355,999.999,0,1
ND,ND,ND,Reading,3,4,Level 4,562,1400,1.731,999.999,1,1
ND,ND,ND,Reading,4,4,Level 4,661,1400,2.3875,999.999,1,1
ND,ND,ND,Reading,5,4,Level 4,853,1400,3.23,999.999,1,1
ND,ND,ND,Reading,6,4,Level 4,1016,1400,3.99,999.999,1,1
ND,ND,ND,Reading,7,4,Level 4,1169,1400,4.4395,999.999,1,1
ND,ND,ND,Reading,8,4,Level 4,1250,1400,4.828,999.999,1,1
ND,ND,ND,Reading,9,4,Level 4,1292,1400,5.0255,999.999,0,1
ND,ND,ND,Reading,10,4,Level 4,1315,1400,5.2345,999.999,0,1
ND,ND,ND,Reading,11,4,Level 4,1322,1400,5.372,999.999,0,1
ND,ND,ND,Reading,12,4,Level 4,1333,1400,5.654,999.999,0,1
ND,ND,ND,Math,1,1,Level 1,0,336,-999.999,-4.08,0,-1
ND,ND,ND,Math,2,1,Level 1,0,457,-999.999,-2.544,0,-1
ND,ND,ND,Math,3,1,Level 1,0,546,-999.999,-1.414,1,-1
ND,ND,ND,Math,4,1,Level 1,0,602,-999.999,-0.703,1,-1
ND,ND,ND,Math,5,1,Level 1,0,692,-999.999,0.44,1,-1
ND,ND,ND,Math,6,1,Level 1,0,716,-999.999,0.745,1,-1
ND,ND,ND,Math,7,1,Level 1,0,745,-999.999,1.113,1,-1
ND,ND,ND,Math,8,1,Level 1,0,783,-999.999,1.596,1,-1
ND,ND,ND,Math,9,1,Level 1,0,790,-999.999,1.684,0,-1
ND,ND,ND,Math,10,1,Level 1,0,796,-999.999,1.761,0,-1
ND,ND,ND,Math,11,1,Level 1,0,813,-999.999,1.977,0,-1
ND,ND,ND,Math,12,1,Level 1,0,826,-999.999,2.142,0,-1
ND,ND,ND,Math,1,2,Level 2,337,417,-4.08,-3.051,0,-1
ND,ND,ND,Math,2,2,Level 2,458,528,-2.544,-1.642,0,-1
ND,ND,ND,Math,3,2,Level 2,547,620,-1.414,-0.474,1,-1
ND,ND,ND,Math,4,2,Level 2,603,695,-0.703,0.478,1,-1
ND,ND,ND,Math,5,2,Level 2,693,781,0.44,1.57,1,-1
ND,ND,ND,Math,6,2,Level 2,717,807,0.745,1.9,1,-1
ND,ND,ND,Math,7,2,Level 2,746,830,1.113,2.192,1,-1
ND,ND,ND,Math,8,2,Level 2,784,851,1.596,2.459,1,-1
ND,ND,ND,Math,9,2,Level 2,791,852,1.684,2.472,0,-1
ND,ND,ND,Math,10,2,Level 2,797,858,1.761,2.548,0,-1
ND,ND,ND,Math,11,2,Level 2,814,873,1.977,2.738,0,-1
ND,ND,ND,Math,12,2,Level 2,827,890,2.142,2.954,0,-1
ND,ND,ND,Math,1,3,Level 3,418,498,-3.051,-2.023,0,0
ND,ND,ND,Math,2,3,Level 3,529,601,-1.642,-0.715,0,0
ND,ND,ND,Math,3,3,Level 3,621,686,-0.474,0.364,1,0
ND,ND,ND,Math,4,3,Level 3,696,771,0.478,1.443,1,0
ND,ND,ND,Math,5,3,Level 3,782,826,1.57,2.142,1,0
ND,ND,ND,Math,6,3,Level 3,808,859,1.9,2.561,1,0
ND,ND,ND,Math,7,3,Level 3,831,885,2.192,2.891,1,0
ND,ND,ND,Math,8,3,Level 3,852,891,2.459,2.967,1,0
ND,ND,ND,Math,9,3,Level 3,853,895,2.472,3.018,0,0
ND,ND,ND,Math,10,3,Level 3,859,900,2.548,3.081,0,0
ND,ND,ND,Math,11,3,Level 3,874,918,2.738,3.31,0,0
ND,ND,ND,Math,12,3,Level 3,891,925,2.954,3.399,0,0
ND,ND,ND,Math,1,4,Level 4,499,1400,-2.023,999.999,0,1
ND,ND,ND,Math,2,4,Level 4,602,1400,-0.715,999.999,0,1
ND,ND,ND,Math,3,4,Level 4,687,1400,0.364,999.999,1,1
ND,ND,ND,Math,4,4,Level 4,772,1400,1.443,999.999,1,1
ND,ND,ND,Math,5,4,Level 4,827,1400,2.142,999.999,1,1
ND,ND,ND,Math,6,4,Level 4,860,1400,2.561,999.999,1,1
ND,ND,ND,Math,7,4,Level 4,886,1400,2.891,999.999,1,1
ND,ND,ND,Math,8,4,Level 4,892,1400,2.967,999.999,1,1
ND,ND,ND,Math,9,4,Level 4,896,1400,3.018,999.999,0,1
ND,ND,ND,Math,10,4,Level 4,901,1400,3.081,999.999,0,1
ND,ND,ND,Math,11,4,Level 4,919,1400,3.31,999.999,0,1
ND,ND,ND,Math,12,4,Level 4,926,1400,3.399,999.999,0,1
NE,NE,NE,Reading,1,1,Below Standards,0,130,-999.999,-2.721,0,-1
NE,NE,NE,Reading,2,1,Below Standards,0,286,-999.999,-0.852,0,-1
NE,NE,NE,Reading,3,1,Below Standards,0,388,-999.999,0.233,1,-1
NE,NE,NE,Reading,4,1,Below Standards,0,469,-999.999,0.9875,1,-1
NE,NE,NE,Reading,5,1,Below Standards,0,550,-999.999,1.627,1,-1
NE,NE,NE,Reading,6,1,Below Standards,0,618,-999.999,2.124,1,-1
NE,NE,NE,Reading,7,1,Below Standards,0,702,-999.999,2.6125,1,-1
NE,NE,NE,Reading,8,1,Below Standards,0,779,-999.999,2.916,1,-1
NE,NE,NE,Reading,9,1,Below Standards,0,889,-999.999,3.397,0,-1
NE,NE,NE,Reading,10,1,Below Standards,0,911,-999.999,3.558,0,-1
NE,NE,NE,Reading,11,1,Below Standards,0,947,-999.999,3.7345,0,-1
NE,NE,NE,Reading,12,1,Below Standards,0,987,-999.999,3.924,0,-1
NE,NE,NE,Reading,1,2,Meets Standards,131,253,-2.721,-1.249,0,0
NE,NE,NE,Reading,2,2,Meets Standards,287,420,-0.852,0.514,0,0
NE,NE,NE,Reading,3,2,Meets Standards,389,539,0.233,1.5575,1,0
NE,NE,NE,Reading,4,2,Meets Standards,470,649,0.9875,2.324,1,0
NE,NE,NE,Reading,5,2,Meets Standards,551,829,1.627,3.124,1,0
NE,NE,NE,Reading,6,2,Meets Standards,619,932,2.124,3.67,1,0
NE,NE,NE,Reading,7,2,Meets Standards,703,1052,2.6125,4.0875,1,0
NE,NE,NE,Reading,8,2,Meets Standards,780,1166,2.916,4.43,1,0
NE,NE,NE,Reading,9,2,Meets Standards,890,1228,3.397,4.7385,0,0
NE,NE,NE,Reading,10,2,Meets Standards,912,1270,3.558,4.9405,0,0
NE,NE,NE,Reading,11,2,Meets Standards,948,1298,3.7345,5.0855,0,0
NE,NE,NE,Reading,12,2,Meets Standards,988,1319,3.924,5.3305,0,0
NE,NE,NE,Reading,1,3,Exceeds Standards,254,1400,-1.249,999.999,0,1
NE,NE,NE,Reading,2,3,Exceeds Standards,421,1400,0.514,999.999,0,1
NE,NE,NE,Reading,3,3,Exceeds Standards,540,1400,1.5575,999.999,1,1
NE,NE,NE,Reading,4,3,Exceeds Standards,650,1400,2.324,999.999,1,1
NE,NE,NE,Reading,5,3,Exceeds Standards,830,1400,3.124,999.999,1,1
NE,NE,NE,Reading,6,3,Exceeds Standards,933,1400,3.67,999.999,1,1
NE,NE,NE,Reading,7,3,Exceeds Standards,1053,1400,4.0875,999.999,1,1
NE,NE,NE,Reading,8,3,Exceeds Standards,1167,1400,4.43,999.999,1,1
NE,NE,NE,Reading,9,3,Exceeds Standards,1229,1400,4.7385,999.999,0,1
NE,NE,NE,Reading,10,3,Exceeds Standards,1271,1400,4.9405,999.999,0,1
NE,NE,NE,Reading,11,3,Exceeds Standards,1299,1400,5.0855,999.999,0,1
NE,NE,NE,Reading,12,3,Exceeds Standards,1320,1400,5.3305,999.999,0,1
NE,NE,NE,Math,1,1,Below Standards,0,363,-999.999,-3.737,0,-1
NE,NE,NE,Math,2,1,Below Standards,0,482,-999.999,-2.226,0,-1
NE,NE,NE,Math,3,1,Below Standards,0,571,-999.999,-1.096,1,-1
NE,NE,NE,Math,4,1,Below Standards,0,645,-999.999,-0.157,1,-1
NE,NE,NE,Math,5,1,Below Standards,0,695,-999.999,0.478,1,-1
NE,NE,NE,Math,6,1,Below Standards,0,761,-999.999,1.316,1,-1
NE,NE,NE,Math,7,1,Below Standards,0,779,-999.999,1.545,1,-1
NE,NE,NE,Math,8,1,Below Standards,0,805,-999.999,1.875,0,-1
NE,NE,NE,Math,9,1,Below Standards,0,810,-999.999,1.938,0,-1
NE,NE,NE,Math,10,1,Below Standards,0,815,-999.999,2.002,0,-1
NE,NE,NE,Math,11,1,Below Standards,0,829,-999.999,2.18,0,-1
NE,NE,NE,Math,12,1,Below Standards,0,845,-999.999,2.383,0,-1
NE,NE,NE,Math,1,2,Meets Standards,364,472,-3.737,-2.353,0,0
NE,NE,NE,Math,2,2,Meets Standards,483,579,-2.226,-0.995,0,0
NE,NE,NE,Math,3,2,Meets Standards,572,664,-1.096,0.085,1,0
NE,NE,NE,Math,4,2,Meets Standards,646,749,-0.157,1.164,1,0
NE,NE,NE,Math,5,2,Meets Standards,696,808,0.478,1.913,1,0
NE,NE,NE,Math,6,2,Meets Standards,762,861,1.316,2.586,1,0
NE,NE,NE,Math,7,2,Meets Standards,780,888,1.545,2.929,1,0
